                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     99,                  0.251,                0.87339,                0.46216,                0.21557,                0.87639,                0.99926,                      1,                  0.995,                  0.995,                0.99926,                      1,                  0.995,                 0.8692,                0.20064,                0.59593,                0.29888,                0.18005,                0.86574,              0.0010298,              0.0010298,              0.0010298
                    100,                 0.2802,                 1.0367,                0.42985,                0.23199,                0.87485,                0.99925,                      1,                  0.995,                  0.995,                0.99925,                      1,                  0.995,                0.98291,                0.18385,                0.31514,                0.28786,                0.15437,                0.84269,              0.0010199,              0.0010199,              0.0010199
                    101,                0.24496,                0.76797,                0.44691,                0.21766,                0.87238,                0.99925,                      1,                  0.995,                  0.995,                0.99925,                      1,                  0.995,                0.96791,                 0.2488,                0.38824,                0.27838,                0.17491,                0.87049,                0.00101,                0.00101,                0.00101
                    102,                0.23588,                0.78572,                 0.4449,                0.20015,                0.83948,                0.99925,                      1,                  0.995,                  0.995,                0.99925,                      1,                  0.995,                0.90306,                0.29419,                0.42137,                0.26893,                0.17964,                0.89513,              0.0010001,              0.0010001,              0.0010001
                    103,                0.24767,                0.95331,                0.41934,                0.22467,                0.86234,                0.99926,                      1,                  0.995,                0.99375,                0.99926,                      1,                  0.995,                  0.995,                0.23231,                0.20239,                0.26051,                0.19001,                0.87123,              0.0009902,              0.0009902,              0.0009902
                    104,                0.23426,                0.78632,                 0.4474,                0.20359,                0.85202,                0.99926,                      1,                  0.995,                  0.995,                0.99926,                      1,                  0.995,                0.98515,                0.16246,                0.28592,                0.27502,                0.15011,                 0.8446,              0.0009803,              0.0009803,              0.0009803
                    105,                0.24535,                0.91917,                0.42724,                0.20618,                0.87332,                0.99925,                      1,                  0.995,                  0.995,                0.99925,                      1,                  0.995,                0.98617,                 0.1466,                0.29594,                 0.2829,                0.14692,                0.84091,              0.0009704,              0.0009704,              0.0009704
                    106,                0.22501,                0.79011,                0.41517,                 0.1989,                0.85873,                0.99925,                      1,                  0.995,                  0.995,                0.99925,                      1,                  0.995,                0.98594,                0.16697,                0.35196,                0.28505,                0.13362,                0.84116,              0.0009605,              0.0009605,              0.0009605
                    107,                0.25251,                0.80653,                0.43416,                0.21481,                0.86141,                0.99924,                      1,                  0.995,                  0.995,                0.99924,                      1,                  0.995,                0.98537,                0.18859,                 0.3028,                0.28445,                0.15052,                0.84126,              0.0009506,              0.0009506,              0.0009506
                    108,                0.21386,                0.65901,                0.45559,                0.19803,                 0.8423,                0.99923,                      1,                  0.995,                  0.995,                0.99923,                      1,                  0.995,                  0.995,                 0.1531,                0.22695,                0.31648,                  0.168,                0.84709,              0.0009407,              0.0009407,              0.0009407
                    109,                0.22082,                0.73435,                0.44273,                0.19968,                0.87085,                0.99923,                      1,                  0.995,                  0.995,                0.99923,                      1,                  0.995,                0.89608,                0.18689,                0.41849,                  0.329,                0.18257,                0.85454,              0.0009308,              0.0009308,              0.0009308
                    110,                0.20819,                0.66235,                0.43451,                 0.1919,                0.85751,                0.99924,                      1,                  0.995,                  0.995,                0.99924,                      1,                  0.995,                0.79715,                  0.179,                0.65198,                 0.3329,                0.16333,                0.85074,              0.0009209,              0.0009209,              0.0009209
                    111,                0.21464,                0.76874,                0.45644,                0.19832,                0.87069,                0.99925,                      1,                  0.995,                  0.995,                0.99925,                      1,                  0.995,                0.82041,                0.14192,                0.54954,                 0.3161,                0.13508,                0.83946,               0.000911,               0.000911,               0.000911
                    112,                0.21107,                0.56003,                0.43193,                0.20786,                0.84374,                0.99925,                      1,                  0.995,                  0.995,                0.99925,                      1,                  0.995,                  0.995,                 0.1428,                 0.2457,                0.29766,                0.13999,                0.83335,              0.0009011,              0.0009011,              0.0009011
                    113,                0.20369,                0.61994,                 0.4351,                0.18795,                0.85985,                0.99924,                      1,                  0.995,                  0.995,                0.99924,                      1,                  0.995,                  0.995,                0.17611,                0.19098,                0.30929,                0.15287,                0.84446,              0.0008912,              0.0008912,              0.0008912
                    114,                0.22019,                0.70636,                0.41553,                 0.1817,                 0.8297,                0.99926,                      1,                  0.995,                  0.995,                0.99926,                      1,                  0.995,                0.99427,                0.19131,                0.22075,                0.31263,                0.15193,                0.84721,              0.0008813,              0.0008813,              0.0008813
                    115,                0.20708,                0.51326,                0.43278,                0.19088,                0.83929,                0.99926,                      1,                  0.995,                  0.995,                0.99926,                      1,                  0.995,                  0.995,                0.16801,                0.22594,                0.30506,                0.15094,                0.83532,              0.0008714,              0.0008714,              0.0008714
                    116,                0.22305,                0.69272,                0.43656,                0.21433,                0.85494,                0.99927,                      1,                  0.995,                  0.995,                0.99927,                      1,                  0.995,                 0.9912,                0.14732,                0.22997,                0.29475,                0.12523,                0.83707,              0.0008615,              0.0008615,              0.0008615
                    117,                0.22237,                0.73338,                0.42185,                0.21188,                0.84739,                0.99927,                      1,                  0.995,                  0.995,                0.99927,                      1,                  0.995,                0.98431,                0.13551,                0.25119,                0.29356,                0.13742,                0.83491,              0.0008516,              0.0008516,              0.0008516
                    118,                0.22075,                0.62359,                0.43352,                0.20484,                0.86086,                0.99927,                      1,                  0.995,                  0.995,                0.99927,                      1,                  0.995,                0.99064,                 0.1477,                0.29656,                0.28578,                0.12512,                0.83307,              0.0008417,              0.0008417,              0.0008417
                    119,                 0.2153,                0.74491,                0.43514,                0.20337,                 0.8543,                0.99926,                      1,                  0.995,                  0.995,                0.99926,                      1,                  0.995,                0.99435,                0.15173,                  0.212,                0.28071,                0.14238,                0.83399,              0.0008318,              0.0008318,              0.0008318
                    120,                0.22444,                0.64726,                 0.3955,                0.19899,                0.84124,                0.99926,                      1,                  0.995,                  0.995,                0.99926,                      1,                  0.995,                 0.9915,                 0.1726,                0.28985,                0.27725,                0.15879,                 0.8381,              0.0008219,              0.0008219,              0.0008219
                    121,                0.21356,                0.64144,                0.42051,                0.20226,                0.84388,                0.99926,                      1,                  0.995,                  0.995,                0.99926,                      1,                  0.995,                  0.995,                0.16298,                0.24205,                0.27859,                0.15224,                0.83144,               0.000812,               0.000812,               0.000812
                    122,                0.21887,                0.60195,                0.45613,                0.19492,                0.87119,                0.99926,                      1,                  0.995,                  0.995,                0.99926,                      1,                  0.995,                0.99161,                0.12564,                0.20467,                0.28099,                0.11887,                0.82826,              0.0008021,              0.0008021,              0.0008021
                    123,                0.20026,                0.63138,                0.45176,                 0.1889,                0.86664,                0.99927,                      1,                  0.995,                  0.995,                0.99927,                      1,                  0.995,                0.98588,                0.13615,                0.19335,                0.27828,                0.13194,                0.83686,              0.0007922,              0.0007922,              0.0007922
                    124,                0.18872,                0.55544,                0.42232,                0.18525,                0.83296,                0.99927,                      1,                  0.995,                  0.995,                0.99927,                      1,                  0.995,                  0.995,                0.18381,                0.18731,                0.26478,                0.16984,                 0.8447,              0.0007823,              0.0007823,              0.0007823
                    125,                0.18943,                0.48884,                0.43778,                0.19435,                0.85392,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.17663,                0.15818,                0.25965,                0.16142,                0.83728,              0.0007724,              0.0007724,              0.0007724
                    126,                0.20264,                0.64598,                 0.4289,                 0.1999,                0.88014,                0.99927,                      1,                  0.995,                  0.995,                0.99927,                      1,                  0.995,                  0.995,                0.15875,                0.13385,                0.25801,                0.15383,                0.83607,              0.0007625,              0.0007625,              0.0007625
                    127,                0.19415,                0.59676,                0.42147,                0.19308,                0.85615,                0.99927,                      1,                  0.995,                  0.995,                0.99927,                      1,                  0.995,                  0.995,                0.13967,                0.13775,                0.25865,                0.14507,                0.83217,              0.0007526,              0.0007526,              0.0007526
                    128,                0.19589,                0.56346,                0.40752,                0.18866,                0.85435,                0.99926,                      1,                  0.995,                  0.995,                0.99926,                      1,                  0.995,                  0.995,                 0.1067,                0.17607,                0.25096,                0.10795,                0.82601,              0.0007427,              0.0007427,              0.0007427
                    129,                0.17127,                0.51801,                0.41713,                0.17758,                0.83597,                0.99926,                      1,                  0.995,                  0.995,                0.99926,                      1,                  0.995,                0.99424,                0.10768,                0.20197,                0.24186,                0.10781,                0.82651,              0.0007328,              0.0007328,              0.0007328
                    130,                0.19486,                0.64387,                0.40877,                0.18348,                0.83344,                0.99926,                      1,                  0.995,                  0.995,                0.99926,                      1,                  0.995,                  0.995,                0.12019,                0.13837,                0.23925,                0.11334,                0.82854,              0.0007229,              0.0007229,              0.0007229
                    131,                0.18595,                0.62567,                0.40428,                0.18498,                0.84772,                0.99924,                      1,                  0.995,                  0.995,                0.99924,                      1,                  0.995,                  0.995,                0.14329,                0.14512,                0.24016,                0.13396,                0.83615,               0.000713,               0.000713,               0.000713
                    132,                 0.1718,                0.47882,                0.38109,                0.17126,                0.83885,                0.99924,                      1,                  0.995,                  0.995,                0.99924,                      1,                  0.995,                  0.995,                0.14846,                0.15716,                0.22988,                0.13928,                0.83858,              0.0007031,              0.0007031,              0.0007031
                    133,                0.18407,                0.62915,                 0.4199,                 0.1772,                0.86792,                0.99924,                      1,                  0.995,                  0.995,                0.99924,                      1,                  0.995,                  0.995,                0.12717,                0.10435,                0.22339,                0.12896,                0.83127,              0.0006932,              0.0006932,              0.0006932
                    134,                0.17768,                0.52075,                  0.424,                0.18056,                0.85644,                0.99925,                      1,                  0.995,                  0.995,                0.99925,                      1,                  0.995,                  0.995,                0.11408,                0.14979,                0.21693,                0.12435,                0.83019,              0.0006833,              0.0006833,              0.0006833
                    135,                0.16999,                 0.4546,                0.42101,                0.17214,                0.85755,                0.99926,                      1,                  0.995,                  0.995,                0.99926,                      1,                  0.995,                  0.995,                0.10567,                0.19053,                0.21772,                0.10956,                0.83174,              0.0006734,              0.0006734,              0.0006734
                    136,                0.16297,                0.45684,                0.40881,                0.17089,                0.84941,                0.99926,                      1,                  0.995,                  0.995,                0.99926,                      1,                  0.995,                  0.995,                0.13179,                0.12157,                  0.228,                0.12795,                0.83311,              0.0006635,              0.0006635,              0.0006635
                    137,                0.17416,                0.55061,                0.43744,                 0.1799,                 0.8608,                0.99927,                      1,                  0.995,                  0.995,                0.99927,                      1,                  0.995,                  0.995,                 0.1022,                0.11538,                0.22781,                0.10791,                0.82723,              0.0006536,              0.0006536,              0.0006536
                    138,                0.19913,                0.50545,                0.40736,                 0.2051,                0.83089,                0.99927,                      1,                  0.995,                  0.995,                0.99927,                      1,                  0.995,                  0.995,                0.10837,                0.15257,                0.22763,                0.10651,                0.82712,              0.0006437,              0.0006437,              0.0006437
                    139,                0.18896,                0.54787,                0.40185,                0.18378,                0.84402,                0.99927,                      1,                  0.995,                  0.995,                0.99927,                      1,                  0.995,                  0.995,                0.14048,                0.16374,                0.22637,                0.12419,                0.83848,              0.0006338,              0.0006338,              0.0006338
                    140,                0.20141,                0.65074,                0.42956,                0.20207,                0.85349,                0.99927,                      1,                  0.995,                  0.995,                0.99927,                      1,                  0.995,                0.99178,                0.11461,                0.31596,                0.21944,                0.10991,                0.83232,              0.0006239,              0.0006239,              0.0006239
                    141,                 0.1799,                0.51849,                0.41961,                0.17796,                0.84444,                0.99927,                      1,                  0.995,                  0.995,                0.99927,                      1,                  0.995,                0.98413,                0.09327,                0.37215,                0.22045,                0.09684,                0.82585,               0.000614,               0.000614,               0.000614
                    142,                0.19693,                0.60369,                0.41509,                 0.1776,                0.87141,                0.99926,                      1,                  0.995,                  0.995,                0.99926,                      1,                  0.995,                  0.995,                0.10069,                0.13679,                0.22376,                0.09925,                0.82677,              0.0006041,              0.0006041,              0.0006041
                    143,                  0.172,                 0.5534,                0.39581,                0.17628,                0.85375,                0.99927,                      1,                  0.995,                  0.995,                0.99927,                      1,                  0.995,                0.98486,                0.11459,                0.20879,                 0.2316,                0.10972,                 0.8295,              0.0005942,              0.0005942,              0.0005942
                    144,                0.18443,                0.67276,                0.39944,                0.18614,                0.84174,                0.99927,                      1,                  0.995,                  0.995,                0.99927,                      1,                  0.995,                0.98506,                0.11516,                0.27245,                0.24831,                0.11947,                0.83294,              0.0005843,              0.0005843,              0.0005843
                    145,                0.17203,                0.47777,                0.39138,                0.18697,                0.84579,                0.99927,                      1,                  0.995,                  0.995,                0.99927,                      1,                  0.995,                  0.995,                0.11689,                0.14771,                0.24713,                 0.1096,                0.83217,              0.0005744,              0.0005744,              0.0005744
                    146,                0.15385,                0.48809,                0.40107,                0.15572,                 0.8251,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                0.99459,                0.10724,                0.20755,                0.24328,                0.10742,                0.82941,              0.0005645,              0.0005645,              0.0005645
                    147,                0.16124,                0.64611,                0.40963,                0.17455,                0.84983,                0.99927,                      1,                  0.995,                  0.995,                0.99927,                      1,                  0.995,                  0.995,                0.10334,                0.16352,                0.24169,                 0.1158,                0.82718,              0.0005546,              0.0005546,              0.0005546
                    148,                 0.1502,                0.34685,                0.41209,                0.15076,                0.84117,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.09958,                0.10236,                0.25992,                0.12198,                0.82784,              0.0005447,              0.0005447,              0.0005447
                    149,                0.16068,                0.50937,                 0.3998,                0.16346,                0.82865,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                 0.0954,                0.10065,                0.26611,                0.11095,                0.82635,              0.0005348,              0.0005348,              0.0005348
                    150,                0.14317,                0.40958,                0.42292,                0.15763,                0.82546,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.08785,                0.09994,                0.27598,                0.09855,                0.82678,              0.0005249,              0.0005249,              0.0005249
                    151,                0.16893,                0.51484,                0.42138,                0.16412,                0.84215,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.10239,                0.12264,                0.28171,                0.10658,                  0.831,               0.000515,               0.000515,               0.000515
                    152,                 0.1677,                0.51001,                0.38861,                0.16498,                0.83417,                0.99927,                      1,                  0.995,                  0.995,                0.99927,                      1,                  0.995,                  0.995,                 0.1028,                0.15355,                0.27728,                0.11417,                0.82799,              0.0005051,              0.0005051,              0.0005051
                    153,                 0.1501,                0.39658,                0.40588,                0.15754,                0.83284,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.12358,                0.13259,                0.27427,                0.11105,                0.82606,              0.0004952,              0.0004952,              0.0004952
                    154,                0.15775,                0.34617,                 0.4157,                0.16148,                0.87032,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.10667,                0.11415,                0.26953,                0.10714,                0.82352,              0.0004853,              0.0004853,              0.0004853
                    155,                0.13727,                0.38956,                0.39722,                0.14113,                0.85552,                0.99927,                      1,                  0.995,                  0.995,                0.99927,                      1,                  0.995,                  0.995,                0.07626,                0.16302,                0.26339,                0.09485,                0.82029,              0.0004754,              0.0004754,              0.0004754
                    156,                0.14174,                0.39537,                0.41353,                0.15084,                0.83833,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.11444,                0.08629,                0.27744,                0.11206,                0.82898,              0.0004655,              0.0004655,              0.0004655
                    157,                0.16407,                 0.4653,                0.46171,                0.17098,                 0.8451,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.11469,                0.09028,                0.28093,                0.11297,                0.82875,              0.0004556,              0.0004556,              0.0004556
                    158,                0.14699,                0.42936,                0.41195,                0.15112,                0.84522,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.10399,                  0.102,                0.28753,                 0.1132,                0.82779,              0.0004457,              0.0004457,              0.0004457
                    159,                0.14638,                0.37331,                0.40905,                0.15381,                0.84793,                0.99929,                      1,                  0.995,                  0.995,                0.99929,                      1,                  0.995,                  0.995,                0.11234,                0.13624,                0.29267,                0.12451,                 0.8302,              0.0004358,              0.0004358,              0.0004358
                    160,                0.14664,                0.50985,                 0.4052,                0.15153,                0.84767,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.09792,                0.12374,                0.28061,                0.11327,                0.82669,              0.0004259,              0.0004259,              0.0004259
                    161,                0.15957,                0.41672,                 0.4053,                0.15214,                 0.8693,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.99211,                 0.1038,                0.21448,                0.28208,                0.11618,                0.82913,               0.000416,               0.000416,               0.000416
                    162,                0.13805,                0.46067,                0.39768,                 0.1453,                 0.8183,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.99391,                0.09988,                0.19994,                0.27844,                0.11578,                0.82883,              0.0004061,              0.0004061,              0.0004061
                    163,                0.14072,                0.37357,                0.41506,                0.14728,                0.84696,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.08851,                0.13321,                0.27594,                0.10946,                0.82767,              0.0003962,              0.0003962,              0.0003962
                    164,                0.14372,                0.45732,                 0.4021,                0.14934,                 0.8294,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.09296,                0.12018,                0.25525,                0.10734,                0.82308,              0.0003863,              0.0003863,              0.0003863
                    165,                  0.136,                0.44736,                0.41851,                0.14781,                0.84914,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.08929,                0.06786,                0.25014,                0.10783,                0.82413,              0.0003764,              0.0003764,              0.0003764
                    166,                0.13472,                0.35116,                0.38735,                 0.1439,                0.82406,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.09527,                0.08883,                 0.2464,                0.10873,                0.82496,              0.0003665,              0.0003665,              0.0003665
                    167,                0.14007,                0.41384,                0.38176,                0.15501,                0.80471,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.09438,                0.14371,                0.24334,                0.10552,                0.82319,              0.0003566,              0.0003566,              0.0003566
                    168,                0.14565,                0.38706,                0.40133,                0.15407,                0.85452,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.09134,                0.06781,                0.23621,                0.10761,                0.82558,              0.0003467,              0.0003467,              0.0003467
                    169,                0.14019,                0.42472,                0.40155,                0.14129,                0.85895,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.10349,                0.08661,                0.23488,                0.12259,                0.82985,              0.0003368,              0.0003368,              0.0003368
                    170,                0.12832,                0.30967,                0.36841,                0.13552,                0.82636,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.10067,                0.09382,                0.23171,                0.11324,                0.82956,              0.0003269,              0.0003269,              0.0003269
                    171,                0.12803,                0.25471,                0.39185,                0.13669,                0.81664,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.08565,                0.06583,                0.22991,                0.09775,                0.82498,               0.000317,               0.000317,               0.000317
                    172,                0.12609,                0.36198,                0.36278,                0.13888,                0.82211,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.09825,                0.08799,                0.22947,                0.09318,                0.82231,              0.0003071,              0.0003071,              0.0003071
                    173,                0.12284,                0.37136,                0.40105,                0.13809,                0.82586,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                  0.114,                 0.0693,                0.22988,                0.09869,                0.82488,              0.0002972,              0.0002972,              0.0002972
                    174,                0.14377,                0.41723,                0.39167,                0.14897,                0.85231,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.11616,                0.06442,                 0.2308,                0.10533,                0.82529,              0.0002873,              0.0002873,              0.0002873
                    175,                0.15124,                0.38755,                0.38803,                0.15084,                0.83812,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.11092,                0.07765,                0.23293,                0.11351,                0.82398,              0.0002774,              0.0002774,              0.0002774
                    176,                0.13285,                0.37615,                0.39895,                0.14108,                0.84582,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.08434,                0.06596,                0.23575,                0.09322,                0.81943,              0.0002675,              0.0002675,              0.0002675
                    177,                0.11955,                0.31991,                0.38618,                0.13231,                0.81497,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.08561,                0.06525,                0.23503,                0.09455,                0.82182,              0.0002576,              0.0002576,              0.0002576
                    178,                0.13554,                0.37437,                0.42709,                0.15464,                0.84692,                0.99929,                      1,                  0.995,                  0.995,                0.99929,                      1,                  0.995,                  0.995,                0.08946,                0.06637,                0.23464,                0.10474,                 0.8239,              0.0002477,              0.0002477,              0.0002477
                    179,                0.12977,                0.31233,                0.39411,                 0.1384,                0.83843,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.08437,                 0.0676,                0.23514,                0.11294,                0.82357,              0.0002378,              0.0002378,              0.0002378
                    180,                0.12981,                 0.3135,                0.37486,                0.14158,                0.84525,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.09269,                0.07475,                0.23377,                0.10741,                0.82091,              0.0002279,              0.0002279,              0.0002279
                    181,                0.12022,                0.30293,                0.39451,                0.13619,                0.84103,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.09179,                 0.0642,                0.23999,                0.10172,                0.81904,               0.000218,               0.000218,               0.000218
                    182,                0.13159,                0.31465,                 0.3982,                0.13614,                0.84387,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.07764,                0.05858,                0.25118,                0.08512,                0.81829,              0.0002081,              0.0002081,              0.0002081
                    183,                0.11972,                 0.3027,                 0.3972,                0.13188,                0.81914,                0.99929,                      1,                  0.995,                  0.995,                0.99929,                      1,                  0.995,                  0.995,                0.06587,                0.07623,                0.26108,                0.08414,                0.81965,              0.0001982,              0.0001982,              0.0001982
                    184,                0.11822,                0.32396,                 0.3904,                0.12546,                0.82486,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.08589,                0.09057,                0.26808,                 0.0874,                0.82405,              0.0001883,              0.0001883,              0.0001883
                    185,                0.11693,                0.25139,                0.38793,                 0.1259,                0.83241,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.08491,                0.08083,                0.26999,                0.08285,                0.82428,              0.0001784,              0.0001784,              0.0001784
                    186,                0.11305,                0.27892,                 0.3968,                0.12516,                0.81491,                0.99929,                      1,                  0.995,                  0.995,                0.99929,                      1,                  0.995,                  0.995,                0.07264,                0.07187,                0.27226,                0.07533,                0.82182,              0.0001685,              0.0001685,              0.0001685
                    187,                0.11351,                0.28074,                0.39023,                0.12508,                0.83752,                0.99929,                      1,                  0.995,                  0.995,                0.99929,                      1,                  0.995,                  0.995,                0.06983,                0.07006,                0.27441,                0.07676,                0.82071,              0.0001586,              0.0001586,              0.0001586
                    188,                0.12552,                 0.3151,                0.38006,                0.13568,                0.84148,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.07989,                0.08341,                0.27381,                0.08571,                0.82384,              0.0001487,              0.0001487,              0.0001487
                    189,                 0.1223,                0.29162,                0.39295,                0.13231,                0.84141,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.07397,                0.08467,                0.27218,                 0.0843,                0.82441,              0.0001388,              0.0001388,              0.0001388
                    190,                0.12789,                0.27306,                0.41263,                0.13302,                0.86613,                0.99929,                      1,                  0.995,                  0.995,                0.99929,                      1,                  0.995,                  0.995,                0.06497,                0.08627,                0.27159,                0.07785,                0.82276,              0.0001289,              0.0001289,              0.0001289
                    191,                0.11392,                 0.1141,                0.27596,                0.12225,                0.79309,                0.99929,                      1,                  0.995,                  0.995,                0.99929,                      1,                  0.995,                  0.995,                 0.0654,                 0.0833,                0.26803,                 0.0769,                0.82197,               0.000119,               0.000119,               0.000119
                    192,                0.11308,                0.10612,                0.27541,                0.12365,                0.79005,                0.99929,                      1,                  0.995,                  0.995,                0.99929,                      1,                  0.995,                  0.995,                0.08164,                 0.0901,                0.25552,                0.10268,                0.82697,              0.0001091,              0.0001091,              0.0001091
                    193,                 0.0974,                0.08368,                0.25761,                0.10707,                0.79204,                0.99929,                      1,                  0.995,                  0.995,                0.99929,                      1,                  0.995,                  0.995,                0.08113,                0.08734,                0.24737,                0.10735,                0.82425,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                0.10403,                0.08792,                0.26085,                 0.1099,                0.75886,                0.99929,                      1,                  0.995,                  0.995,                0.99929,                      1,                  0.995,                  0.995,                 0.0748,                0.08167,                0.23497,                0.09726,                0.81924,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                0.09118,                 0.0748,                0.24898,                 0.1015,                 0.8058,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.06865,                0.07384,                0.22567,                0.09022,                0.81617,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                0.08604,                0.07014,                0.24614,                0.09492,                0.81272,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.06849,                0.06855,                0.20794,                0.08669,                0.81719,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                0.07801,                0.06461,                0.23848,                0.08396,                0.75885,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.06746,                0.07039,                0.20532,                 0.0748,                0.81688,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                0.09329,                0.07758,                0.24343,                0.10427,                0.82111,                0.99929,                      1,                  0.995,                  0.995,                0.99929,                      1,                  0.995,                  0.995,                 0.0676,                0.06883,                0.20386,                0.07586,                0.81701,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.08249,                0.05657,                0.23538,                0.09197,                0.74502,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.06717,                0.06594,                0.20259,                0.07379,                0.81691,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                0.08584,                0.06284,                0.23676,                0.09216,                0.79722,                0.99928,                      1,                  0.995,                  0.995,                0.99928,                      1,                  0.995,                  0.995,                0.06378,                0.05886,                0.20118,                0.07206,                  0.816,               2.99e-05,               2.99e-05,               2.99e-05
