                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.43463,                0.36286,                0.80263,                0.99792,                0.96667,                0.98107,                0.83832,                0.60799,                0.40619,                0.82022,              0.0004655,              0.0004655,              0.0004655
                    157,                0.40754,                0.35733,                0.80947,                  0.998,                0.96667,                0.98265,                0.82412,                0.59472,                0.41673,                0.81967,              0.0004556,              0.0004556,              0.0004556
                    158,                0.46675,                0.36609,                0.81601,                0.99793,                0.96667,                0.98198,                0.82563,                 0.5932,                0.41534,                0.81748,              0.0004457,              0.0004457,              0.0004457
                    159,                0.40584,                0.34978,                0.77554,                0.99785,                0.96667,                0.97864,                0.83831,                0.59517,                 0.4184,                0.81618,              0.0004358,              0.0004358,              0.0004358
                    160,                0.42573,                0.36755,                0.80639,                0.99786,                0.96667,                0.97457,                0.82947,                0.61079,                0.41038,                 0.8143,              0.0004259,              0.0004259,              0.0004259
                    161,                0.43288,                0.37145,                0.80282,                0.99786,                0.96667,                0.97457,                0.83091,                0.60594,                0.40564,                0.81269,               0.000416,               0.000416,               0.000416
                    162,                0.46092,                0.37539,                0.81176,                0.99789,                0.96667,                0.97584,                0.84034,                0.59251,                0.39652,                0.81138,              0.0004061,              0.0004061,              0.0004061
                    163,                0.41679,                0.35606,                0.79848,                0.99789,                0.96667,                0.97864,                0.83652,                0.58852,                0.39603,                0.81327,              0.0003962,              0.0003962,              0.0003962
                    164,                0.45147,                0.37168,                0.80542,                0.99785,                0.96667,                0.98052,                0.83614,                  0.594,                0.38675,                0.81275,              0.0003863,              0.0003863,              0.0003863
                    165,                0.43223,                0.36395,                0.79692,                0.99777,                0.96667,                0.98079,                0.83039,                0.59896,                0.38921,                0.81213,              0.0003764,              0.0003764,              0.0003764
                    166,                0.43195,                0.35909,                 0.8015,                0.99769,                0.96667,                0.98107,                 0.8273,                0.60405,                0.39031,                0.81113,              0.0003665,              0.0003665,              0.0003665
                    167,                 0.4209,                0.35303,                0.79648,                 0.9976,                0.96667,                0.97843,                0.82951,                0.60965,                0.39322,                0.81088,              0.0003566,              0.0003566,              0.0003566
                    168,                0.42772,                0.36599,                0.79172,                0.99759,                0.96667,                0.97654,                0.83361,                0.60599,                0.39923,                0.80876,              0.0003467,              0.0003467,              0.0003467
                    169,                0.46662,                0.37112,                0.81153,                 0.9976,                0.96667,                0.97559,                0.83377,                 0.5983,                0.40399,                0.80748,              0.0003368,              0.0003368,              0.0003368
                    170,                0.46704,                0.37499,                0.81388,                0.99761,                0.96667,                0.97349,                0.83843,                0.58271,                0.40389,                0.80594,              0.0003269,              0.0003269,              0.0003269
                    171,                0.39746,                0.35168,                0.79144,                0.99766,                0.96667,                0.97187,                0.84672,                0.57504,                0.39555,                0.80828,               0.000317,               0.000317,               0.000317
                    172,                0.45687,                0.36413,                0.80691,                0.99768,                0.96667,                0.97138,                0.83769,                0.58649,                0.39208,                 0.8105,              0.0003071,              0.0003071,              0.0003071
                    173,                 0.3895,                0.33706,                0.79591,                0.99774,                0.96667,                0.97121,                0.83753,                0.58331,                 0.3944,                0.80868,              0.0002972,              0.0002972,              0.0002972
                    174,                0.39441,                0.34789,                0.81673,                0.99773,                0.96667,                0.97192,                0.83353,                0.59976,                0.38933,                0.81002,              0.0002873,              0.0002873,              0.0002873
                    175,                0.40973,                0.33778,                0.78111,                0.99771,                0.96667,                0.97192,                0.82492,                0.59742,                0.38328,                0.80845,              0.0002774,              0.0002774,              0.0002774
                    176,                0.39731,                0.34518,                0.79701,                0.99771,                0.96667,                0.97182,                0.83671,                0.59352,                0.38876,                0.80581,              0.0002675,              0.0002675,              0.0002675
                    177,                0.36806,                0.33455,                 0.7926,                0.99771,                0.96667,                0.97134,                 0.8387,                0.58516,                0.38695,                0.80481,              0.0002576,              0.0002576,              0.0002576
                    178,                0.38142,                0.33902,                0.78304,                0.99765,                0.96667,                0.97116,                0.83952,                0.57037,                  0.386,                0.80505,              0.0002477,              0.0002477,              0.0002477
                    179,                0.40978,                0.34101,                0.80355,                0.99763,                0.96667,                0.96862,                0.83946,                0.56877,                0.38696,                0.80569,              0.0002378,              0.0002378,              0.0002378
                    180,                0.40611,                0.35455,                0.81184,                0.99745,                0.96667,                0.96853,                0.84073,                0.57418,                0.38485,                0.80627,              0.0002279,              0.0002279,              0.0002279
                    181,                0.38851,                0.33129,                0.79091,                0.99736,                0.96667,                0.97116,                0.83611,                0.58464,                0.37717,                 0.8073,               0.000218,               0.000218,               0.000218
                    182,                0.39557,                0.33269,                0.79143,                0.99721,                0.96667,                 0.9722,                0.83273,                 0.5946,                 0.3833,                0.80748,              0.0002081,              0.0002081,              0.0002081
                    183,                0.36589,                0.32489,                0.79663,                0.99708,                0.96667,                0.97289,                0.83615,                0.60229,                0.38438,                0.80751,              0.0001982,              0.0001982,              0.0001982
                    184,                0.37522,                0.32658,                0.80462,                0.99672,                0.96667,                0.97365,                0.84427,                0.59749,                0.38634,                0.80678,              0.0001883,              0.0001883,              0.0001883
                    185,                0.43137,                  0.346,                0.80239,                0.99635,                0.96667,                  0.975,                0.84222,                0.58694,                0.38543,                0.80598,              0.0001784,              0.0001784,              0.0001784
                    186,                0.35522,                0.32382,                 0.8081,                0.99631,                0.96667,                0.97534,                0.83377,                0.57746,                0.38194,                0.80565,              0.0001685,              0.0001685,              0.0001685
                    187,                 0.3983,                0.34091,                0.79561,                0.99643,                0.96667,                0.97598,                 0.8493,                0.57179,                0.38515,                0.80505,              0.0001586,              0.0001586,              0.0001586
                    188,                0.42834,                0.34201,                  0.797,                0.99661,                0.96667,                0.97611,                0.85138,                 0.5694,                0.38889,                0.80717,              0.0001487,              0.0001487,              0.0001487
                    189,                0.39612,                0.33333,                0.80654,                0.99661,                0.96667,                0.97598,                0.84843,                 0.5707,                0.37879,                0.80886,              0.0001388,              0.0001388,              0.0001388
                    190,                0.40385,                0.35134,                0.80117,                0.99672,                0.96667,                  0.977,                 0.8469,                0.57367,                0.38639,                0.81051,              0.0001289,              0.0001289,              0.0001289
                    191,                0.35792,                0.35027,                0.78109,                0.99645,                0.96667,                0.98079,                0.84113,                0.58227,                0.39766,                0.81059,               0.000119,               0.000119,               0.000119
                    192,                0.35972,                0.33307,                0.78003,                0.99635,                0.96667,                  0.983,                0.84153,                 0.5897,                0.40022,                0.81175,              0.0001091,              0.0001091,              0.0001091
                    193,                0.32752,                0.32834,                0.76561,                0.99644,                0.96667,                0.98415,                0.83896,                0.59031,                0.39195,                0.81117,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                 0.3496,                0.34502,                0.76541,                0.99647,                0.96667,                  0.985,                0.83966,                0.59112,                0.38461,                0.81108,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                0.34563,                0.32501,                0.78336,                0.99632,                0.96667,                0.98545,                0.83882,                0.58986,                0.38214,                0.81105,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                0.34344,                0.32634,                0.78462,                0.99642,                0.96667,                0.98545,                0.83932,                0.58957,                0.38801,                0.81151,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                0.32065,                0.32144,                0.77805,                0.99667,                0.96667,                0.98593,                0.83572,                0.58922,                0.38491,                0.81167,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                0.33219,                0.32315,                0.76416,                0.99692,                0.96667,                0.98545,                0.83839,                0.59072,                0.38491,                0.81312,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.31847,                0.32204,                0.76477,                0.99712,                0.96667,                0.98457,                0.83771,                0.58876,                0.38465,                0.81446,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                0.32541,                0.32286,                0.76616,                 0.9972,                0.96667,                0.98415,                0.84399,                0.59192,                0.38864,                0.81494,               2.99e-05,               2.99e-05,               2.99e-05
